Stationscode;Datum;"Feinstaub (PM₁₀) stündlich gleitendes Tagesmittel in µg/m³";"Ozon (O₃) Ein-Stunden-Mittelwert in µg/m³";"Stickstoffdioxid (NO₂) Ein-Stunden-Mittelwert in µg/m³";Luftqualitätsindex
DEHE005;"'16.03.2019 02:00'";9;52;16;"sehr gut"
DEHE005;"'16.03.2019 03:00'";8;67;12;gut
DEHE005;"'16.03.2019 04:00'";8;61;17;gut
DEHE005;"'16.03.2019 05:00'";7;68;13;gut
DEHE005;"'16.03.2019 06:00'";7;56;25;gut
DEHE005;"'16.03.2019 07:00'";6;44;32;gut
DEHE005;"'16.03.2019 08:00'";6;37;34;gut
DEHE005;"'16.03.2019 09:00'";5;40;23;gut
DEHE005;"'16.03.2019 10:00'";5;34;26;gut
DEHE005;"'16.03.2019 11:00'";4;44;20;"sehr gut"
DEHE005;"'16.03.2019 12:00'";4;47;19;"sehr gut"
DEHE005;"'16.03.2019 13:00'";4;45;23;gut
DEHE005;"'16.03.2019 14:00'";4;45;26;gut
DEHE005;"'16.03.2019 15:00'";4;51;26;gut
DEHE005;"'16.03.2019 16:00'";4;59;24;gut
DEHE005;"'16.03.2019 17:00'";4;62;24;gut
DEHE005;"'16.03.2019 18:00'";4;63;25;gut
DEHE005;"'16.03.2019 19:00'";4;52;36;gut
DEHE005;"'16.03.2019 20:00'";4;57;31;gut
DEHE005;"'16.03.2019 21:00'";5;43;43;mäßig
DEHE005;"'16.03.2019 22:00'";5;39;45;mäßig
DEHE005;"'16.03.2019 23:00'";5;31;45;mäßig
DEHE005;"'16.03.2019 24:00'";5;34;37;gut
DEHE005;"'17.03.2019 01:00'";5;39;29;gut
DEHE005;"'17.03.2019 02:00'";6;33;34;gut
DEHE005;"'17.03.2019 03:00'";6;39;25;gut
DEHE005;"'17.03.2019 04:00'";6;48;21;gut
DEHE005;"'17.03.2019 05:00'";6;49;25;gut
DEHE005;"'17.03.2019 06:00'";6;54;20;"sehr gut"
DEHE005;"'17.03.2019 07:00'";6;52;24;gut
DEHE005;"'17.03.2019 08:00'";6;46;31;gut
DEHE005;"'17.03.2019 09:00'";6;51;26;gut
DEHE005;"'17.03.2019 10:00'";7;59;18;"sehr gut"
DEHE005;"'17.03.2019 11:00'";7;62;16;gut
DEHE005;"'17.03.2019 12:00'";8;56;24;gut
DEHE005;"'17.03.2019 13:00'";8;64;21;gut
DEHE005;"'17.03.2019 14:00'";8;76;23;gut
DEHE005;"'17.03.2019 15:00'";8;64;31;gut
DEHE005;"'17.03.2019 16:00'";8;61;30;gut
DEHE005;"'17.03.2019 17:00'";8;61;29;gut
DEHE005;"'17.03.2019 18:00'";8;52;42;mäßig
DEHE005;"'17.03.2019 19:00'";7;50;43;mäßig
DEHE005;"'17.03.2019 20:00'";7;42;50;mäßig
DEHE005;"'17.03.2019 21:00'";7;44;44;mäßig
DEHE005;"'17.03.2019 22:00'";7;74;17;gut
DEHE005;"'17.03.2019 23:00'";7;73;22;gut
DEHE005;"'17.03.2019 24:00'";7;66;28;gut
DEHE005;"'18.03.2019 01:00'";7;54;34;gut
DEHE005;"'18.03.2019 02:00'";7;48;33;gut
DEHE005;"'18.03.2019 03:00'";6;53;19;"sehr gut"
DEHE005;"'18.03.2019 04:00'";7;55;19;"sehr gut"
DEHE005;"'18.03.2019 05:00'";7;44;29;gut
DEHE005;"'18.03.2019 06:00'";7;46;29;gut
DEHE005;"'18.03.2019 07:00'";8;24;59;mäßig
DEHE005;"'18.03.2019 08:00'";8;20;62;mäßig
DEHE005;"'18.03.2019 09:00'";8;33;48;mäßig
DEHE005;"'18.03.2019 10:00'";8;36;45;mäßig
DEHE005;"'18.03.2019 11:00'";8;55;28;gut
DEHE005;"'18.03.2019 12:00'";8;57;27;gut
DEHE005;"'18.03.2019 13:00'";8;57;29;gut
DEHE005;"'18.03.2019 14:00'";8;50;39;gut
DEHE005;"'18.03.2019 15:00'";8;66;20;gut
DEHE005;"'18.03.2019 16:00'";8;66;22;gut
DEHE005;"'18.03.2019 17:00'";8;67;22;gut
DEHE005;"'18.03.2019 18:00'";9;54;37;gut
DEHE005;"'18.03.2019 19:00'";9;37;56;mäßig
DEHE005;"'18.03.2019 20:00'";9;31;58;mäßig
DEHE005;"'18.03.2019 21:00'";10;26;59;mäßig
DEHE005;"'18.03.2019 22:00'";11;7;74;mäßig
DEHE005;"'18.03.2019 23:00'";12;8;64;mäßig
DEHE005;"'18.03.2019 24:00'";13;6;63;mäßig
DEHE005;"'19.03.2019 01:00'";14;11;51;mäßig
DEHE005;"'19.03.2019 02:00'";14;18;38;gut
DEHE005;"'19.03.2019 03:00'";15;18;31;gut
DEHE005;"'19.03.2019 04:00'";15;6;44;mäßig
DEHE005;"'19.03.2019 05:00'";16;0.9;46;mäßig
DEHE005;"'19.03.2019 06:00'";16;1;54;mäßig
DEHE005;"'19.03.2019 07:00'";17;2;59;mäßig
DEHE005;"'19.03.2019 08:00'";17;3;66;mäßig
DEHE005;"'19.03.2019 09:00'";18;5;67;mäßig
DEHE005;"'19.03.2019 10:00'";19;14;55;mäßig
DEHE005;"'19.03.2019 11:00'";20;36;47;mäßig
DEHE005;"'19.03.2019 12:00'";21;47;42;mäßig
DEHE005;"'19.03.2019 13:00'";21;62;30;gut
DEHE005;"'19.03.2019 14:00'";21;75;18;gut
DEHE005;"'19.03.2019 15:00'";21;77;18;gut
DEHE005;"'19.03.2019 16:00'";22;74;23;gut
DEHE005;"'19.03.2019 17:00'";22;73;20;gut
DEHE005;"'19.03.2019 18:00'";23;60;31;gut
DEHE005;"'19.03.2019 19:00'";23;43;47;mäßig
DEHE005;"'19.03.2019 20:00'";24;9;88;mäßig
DEHE005;"'19.03.2019 21:00'";24;2;90;mäßig
DEHE005;"'19.03.2019 22:00'";25;2;77;mäßig
DEHE005;"'19.03.2019 23:00'";25;2;72;mäßig
DEHE005;"'19.03.2019 24:00'";25;3;62;mäßig
DEHE005;"'20.03.2019 01:00'";25;2;63;mäßig
DEHE005;"'20.03.2019 02:00'";25;2;56;mäßig
DEHE005;"'20.03.2019 03:00'";25;1;49;mäßig
DEHE005;"'20.03.2019 04:00'";24;3;44;mäßig
DEHE005;"'20.03.2019 05:00'";24;1;51;mäßig
DEHE005;"'20.03.2019 06:00'";24;0.6;53;mäßig
DEHE005;"'20.03.2019 07:00'";24;1;61;mäßig
DEHE005;"'20.03.2019 08:00'";25;3;66;mäßig
DEHE005;"'20.03.2019 09:00'";25;8;60;mäßig
DEHE005;"'20.03.2019 10:00'";24;9;65;mäßig
DEHE005;"'20.03.2019 11:00'";24;14;68;mäßig
DEHE005;"'20.03.2019 12:00'";25;31;59;mäßig
DEHE005;"'20.03.2019 13:00'";25;57;40;gut
DEHE005;"'20.03.2019 14:00'";25;59;40;gut
DEHE005;"'20.03.2019 15:00'";25;64;36;gut
DEHE005;"'20.03.2019 16:00'";26;59;45;mäßig
DEHE005;"'20.03.2019 17:00'";26;60;43;mäßig
DEHE005;"'20.03.2019 18:00'";26;46;56;mäßig
DEHE005;"'20.03.2019 19:00'";26;22;83;mäßig
DEHE005;"'20.03.2019 20:00'";26;4;103;schlecht
DEHE005;"'20.03.2019 21:00'";26;2;87;mäßig
DEHE005;"'20.03.2019 22:00'";26;2;83;mäßig
DEHE005;"'20.03.2019 23:00'";26;2;77;mäßig
DEHE005;"'20.03.2019 24:00'";27;2;71;mäßig
DEHE005;"'21.03.2019 01:00'";27;1;69;mäßig
DEHE005;"'21.03.2019 02:00'";27;2;60;mäßig
DEHE005;"'21.03.2019 03:00'";27;0.6;61;mäßig
DEHE005;"'21.03.2019 04:00'";27;1;61;mäßig
DEHE005;"'21.03.2019 05:00'";27;0.6;60;mäßig
DEHE005;"'21.03.2019 06:00'";27;0.6;60;mäßig
DEHE005;"'21.03.2019 07:00'";27;1;63;mäßig
DEHE005;"'21.03.2019 08:00'";26;3;64;mäßig
DEHE005;"'21.03.2019 09:00'";26;9;58;mäßig
DEHE005;"'21.03.2019 10:00'";26;18;52;mäßig
DEHE005;"'21.03.2019 11:00'";26;35;47;mäßig
DEHE005;"'21.03.2019 12:00'";25;53;42;mäßig
DEHE005;"'21.03.2019 13:00'";25;60;37;gut
DEHE005;"'21.03.2019 14:00'";25;67;32;gut
DEHE005;"'21.03.2019 15:00'";25;79;25;gut
DEHE005;"'21.03.2019 16:00'";26;78;28;gut
DEHE005;"'21.03.2019 17:00'";26;83;26;gut
DEHE005;"'21.03.2019 18:00'";25;78;35;gut
DEHE005;"'21.03.2019 19:00'";25;44;69;mäßig
DEHE005;"'21.03.2019 20:00'";24;31;76;mäßig
DEHE005;"'21.03.2019 21:00'";24;15;85;mäßig
DEHE005;"'21.03.2019 22:00'";24;2;103;schlecht
DEHE005;"'21.03.2019 23:00'";24;2;98;mäßig
DEHE005;"'21.03.2019 24:00'";24;2;92;mäßig
DEHE005;"'22.03.2019 01:00'";24;2;83;mäßig
DEHE005;"'22.03.2019 02:00'";24;2;78;mäßig
DEHE005;"'22.03.2019 03:00'";24;4;65;mäßig
DEHE005;"'22.03.2019 04:00'";24;9;53;mäßig
DEHE005;"'22.03.2019 05:00'";24;3;55;mäßig
DEHE005;"'22.03.2019 06:00'";24;0.6;57;mäßig
DEHE005;"'22.03.2019 07:00'";24;1;60;mäßig
DEHE005;"'22.03.2019 08:00'";25;5;55;mäßig
DEHE005;"'22.03.2019 09:00'";24;9;58;mäßig
DEHE005;"'22.03.2019 10:00'";24;20;52;mäßig
DEHE005;"'22.03.2019 11:00'";24;36;46;mäßig
DEHE005;"'22.03.2019 12:00'";25;51;40;gut
DEHE005;"'22.03.2019 13:00'";25;51;44;mäßig
DEHE005;"'22.03.2019 14:00'";25;53;40;gut
DEHE005;"'22.03.2019 15:00'";25;58;41;mäßig
DEHE005;"'22.03.2019 16:00'";25;61;40;gut
DEHE005;"'22.03.2019 17:00'";25;72;25;gut
DEHE005;"'22.03.2019 18:00'";24;69;26;gut
DEHE005;"'22.03.2019 19:00'";24;40;58;mäßig
DEHE005;"'22.03.2019 20:00'";25;6;105;schlecht
DEHE005;"'22.03.2019 21:00'";25;3;102;schlecht
DEHE005;"'22.03.2019 22:00'";25;2;83;mäßig
DEHE005;"'22.03.2019 23:00'";25;2;79;mäßig
DEHE005;"'22.03.2019 24:00'";25;3;72;mäßig
DEHE005;"'23.03.2019 01:00'";25;2;67;mäßig
DEHE005;"'23.03.2019 02:00'";25;2;62;mäßig
DEHE005;"'23.03.2019 03:00'";25;2;56;mäßig
DEHE005;"'23.03.2019 04:00'";24;2;47;mäßig
DEHE005;"'23.03.2019 05:00'";24;2;44;mäßig
DEHE005;"'23.03.2019 06:00'";24;2;51;mäßig
DEHE005;"'23.03.2019 07:00'";24;2;60;mäßig
DEHE005;"'23.03.2019 08:00'";24;3;53;mäßig
DEHE005;"'23.03.2019 09:00'";24;6;56;mäßig
DEHE005;"'23.03.2019 10:00'";25;11;63;mäßig
DEHE005;"'23.03.2019 11:00'";25;22;63;mäßig
DEHE005;"'23.03.2019 12:00'";27;27;63;mäßig
DEHE005;"'23.03.2019 13:00'";28;36;49;mäßig
DEHE005;"'23.03.2019 14:00'";30;44;42;mäßig
DEHE005;"'23.03.2019 15:00'";32;48;38;gut
DEHE005;"'23.03.2019 16:00'";35;48;34;gut
DEHE005;"'23.03.2019 17:00'";39;50;32;mäßig
DEHE005;"'23.03.2019 18:00'";42;44;36;mäßig
DEHE005;"'23.03.2019 19:00'";46;36;47;mäßig
DEHE005;"'23.03.2019 20:00'";48;32;48;mäßig
DEHE005;"'23.03.2019 21:00'";49;56;24;mäßig
DEHE005;"'23.03.2019 22:00'";49;56;19;mäßig
DEHE005;"'23.03.2019 23:00'";49;55;15;mäßig
DEHE005;"'23.03.2019 24:00'";49;45;23;mäßig
DEHE005;"'24.03.2019 01:00'";50;46;19;mäßig
DEHE005;"'24.03.2019 02:00'";50;44;17;mäßig
DEHE005;"'24.03.2019 03:00'";51;32;24;schlecht
DEHE005;"'24.03.2019 04:00'";53;27;27;schlecht
DEHE005;"'24.03.2019 05:00'";54;29;20;schlecht
DEHE005;"'24.03.2019 06:00'";55;25;22;schlecht
DEHE005;"'24.03.2019 07:00'";56;22;26;schlecht
DEHE005;"'24.03.2019 08:00'";57;24;23;schlecht
DEHE005;"'24.03.2019 09:00'";57;24;23;schlecht
DEHE005;"'24.03.2019 10:00'";57;32;18;schlecht
DEHE005;"'24.03.2019 11:00'";57;40;16;schlecht
DEHE005;"'24.03.2019 12:00'";56;49;13;schlecht
DEHE005;"'24.03.2019 13:00'";55;57;12;schlecht
DEHE005;"'24.03.2019 14:00'";53;65;14;schlecht
DEHE005;"'24.03.2019 15:00'";51;71;17;schlecht
DEHE005;"'24.03.2019 16:00'";48;63;16;mäßig
DEHE005;"'24.03.2019 17:00'";45;61;12;mäßig
DEHE005;"'24.03.2019 18:00'";42;45;19;mäßig
DEHE005;"'24.03.2019 19:00'";39;41;24;mäßig
DEHE005;"'24.03.2019 20:00'";36;35;39;mäßig
DEHE005;"'24.03.2019 21:00'";34;46;35;gut
DEHE005;"'24.03.2019 22:00'";33;59;26;gut
DEHE005;"'24.03.2019 23:00'";32;52;33;gut
DEHE005;"'24.03.2019 24:00'";31;42;41;mäßig
DEHE005;"'25.03.2019 01:00'";29;45;36;gut
DEHE005;"'25.03.2019 02:00'";28;48;31;gut
DEHE005;"'25.03.2019 03:00'";26;59;17;gut
DEHE005;"'25.03.2019 04:00'";25;49;23;gut
DEHE005;"'25.03.2019 05:00'";23;36;36;gut
DEHE005;"'25.03.2019 06:00'";22;27;49;mäßig
DEHE005;"'25.03.2019 07:00'";20;14;66;mäßig
DEHE005;"'25.03.2019 08:00'";19;11;71;mäßig
DEHE005;"'25.03.2019 09:00'";17;23;55;mäßig
DEHE005;"'25.03.2019 10:00'";16;52;28;gut
DEHE005;"'25.03.2019 11:00'";15;74;16;gut
DEHE005;"'25.03.2019 12:00'";14;74;16;gut
DEHE005;"'25.03.2019 13:00'";13;73;18;gut
DEHE005;"'25.03.2019 14:00'";12;75;17;gut
DEHE005;"'25.03.2019 15:00'";11;80;13;gut
DEHE005;"'25.03.2019 16:00'";11;73;21;gut
DEHE005;"'25.03.2019 17:00'";10;73;23;gut
DEHE005;"'25.03.2019 18:00'";10;62;31;gut
DEHE005;"'25.03.2019 19:00'";9;63;30;gut
DEHE005;"'25.03.2019 20:00'";8;59;30;gut
DEHE005;"'25.03.2019 21:00'";8;54;34;gut
DEHE005;"'25.03.2019 22:00'";8;56;27;gut
DEHE005;"'25.03.2019 23:00'";8;47;32;gut
DEHE005;"'25.03.2019 24:00'";8;55;21;gut
DEHE005;"'26.03.2019 01:00'";8;64;11;gut
DEHE005;"'26.03.2019 02:00'";8;66;8;gut
DEHE005;"'26.03.2019 03:00'";8;67;6;gut
DEHE005;"'26.03.2019 04:00'";8;65;9;gut
DEHE005;"'26.03.2019 05:00'";9;34;33;gut
DEHE005;"'26.03.2019 06:00'";9;7;62;mäßig
DEHE005;"'26.03.2019 07:00'";9;4;70;mäßig
DEHE005;"'26.03.2019 08:00'";10;2;85;mäßig
DEHE005;"'26.03.2019 09:00'";10;28;52;mäßig
DEHE005;"'26.03.2019 10:00'";11;65;21;gut
DEHE005;"'26.03.2019 11:00'";11;70;17;gut
DEHE005;"'26.03.2019 12:00'";12;65;21;gut
DEHE005;"'26.03.2019 13:00'";13;65;22;gut
DEHE005;"'26.03.2019 14:00'";14;67;25;gut
DEHE005;"'26.03.2019 15:00'";15;76;19;gut
DEHE005;"'26.03.2019 16:00'";15;74;25;gut
DEHE005;"'26.03.2019 17:00'";15;67;29;gut
DEHE005;"'26.03.2019 18:00'";16;58;36;gut
DEHE005;"'26.03.2019 19:00'";17;54;41;mäßig
DEHE005;"'26.03.2019 20:00'";18;44;47;mäßig
DEHE005;"'26.03.2019 21:00'";19;54;32;gut
DEHE005;"'26.03.2019 22:00'";20;53;28;gut
DEHE005;"'26.03.2019 23:00'";21;52;25;gut
DEHE005;"'26.03.2019 24:00'";22;41;33;gut
DEHE005;"'27.03.2019 01:00'";23;29;42;mäßig
DEHE005;"'27.03.2019 02:00'";24;29;37;gut
DEHE005;"'27.03.2019 03:00'";25;7;61;mäßig
DEHE005;"'27.03.2019 04:00'";26;8;53;mäßig
DEHE005;"'27.03.2019 05:00'";27;17;39;gut
DEHE005;"'27.03.2019 06:00'";28;6;50;mäßig
DEHE005;"'27.03.2019 07:00'";28;1;58;mäßig
DEHE005;"'27.03.2019 08:00'";28;2;73;mäßig
DEHE005;"'27.03.2019 09:00'";29;5;71;mäßig
DEHE005;"'27.03.2019 10:00'";29;35;44;mäßig
DEHE005;"'27.03.2019 11:00'";29;39;48;mäßig
DEHE005;"'27.03.2019 12:00'";28;44;46;mäßig
DEHE005;"'27.03.2019 13:00'";28;38;53;mäßig
DEHE005;"'27.03.2019 14:00'";28;56;36;gut
DEHE005;"'27.03.2019 15:00'";28;60;34;gut
DEHE005;"'27.03.2019 16:00'";28;60;34;gut
DEHE005;"'27.03.2019 17:00'";28;52;45;mäßig
DEHE005;"'27.03.2019 18:00'";28;47;48;mäßig
DEHE005;"'27.03.2019 19:00'";28;36;61;mäßig
DEHE005;"'27.03.2019 20:00'";29;8;87;mäßig
DEHE005;"'27.03.2019 21:00'";29;5;86;mäßig
DEHE005;"'27.03.2019 22:00'";29;7;76;mäßig
DEHE005;"'27.03.2019 23:00'";30;8;65;mäßig
DEHE005;"'27.03.2019 24:00'";30;6;66;mäßig
DEHE005;"'28.03.2019 01:00'";30;4;59;mäßig
DEHE005;"'28.03.2019 02:00'";30;1;57;mäßig
DEHE005;"'28.03.2019 03:00'";30;0.9;58;mäßig
DEHE005;"'28.03.2019 04:00'";31;0.6;55;mäßig
DEHE005;"'28.03.2019 05:00'";31;0.6;53;mäßig
DEHE005;"'28.03.2019 06:00'";31;0.6;56;mäßig
DEHE005;"'28.03.2019 07:00'";31;2;57;mäßig
DEHE005;"'28.03.2019 08:00'";31;4;58;mäßig
DEHE005;"'28.03.2019 09:00'";31;7;54;mäßig
DEHE005;"'28.03.2019 10:00'";32;10;53;mäßig
DEHE005;"'28.03.2019 11:00'";33;23;49;mäßig
DEHE005;"'28.03.2019 12:00'";33;59;26;gut
DEHE005;"'28.03.2019 13:00'";33;67;20;gut
DEHE005;"'28.03.2019 14:00'";33;70;19;gut
DEHE005;"'28.03.2019 15:00'";33;69;22;gut
DEHE005;"'28.03.2019 16:00'";32;61;27;gut
DEHE005;"'28.03.2019 17:00'";32;64;26;gut
DEHE005;"'28.03.2019 18:00'";32;56;33;gut
DEHE005;"'28.03.2019 19:00'";31;50;34;gut
DEHE005;"'28.03.2019 20:00'";31;41;40;gut
DEHE005;"'28.03.2019 21:00'";30;43;31;gut
DEHE005;"'28.03.2019 22:00'";29;44;28;gut
DEHE005;"'28.03.2019 23:00'";28;44;28;gut
DEHE005;"'28.03.2019 24:00'";26;33;34;gut
DEHE005;"'29.03.2019 01:00'";25;36;27;gut
DEHE005;"'29.03.2019 02:00'";24;25;35;gut
DEHE005;"'29.03.2019 03:00'";23;20;38;gut
DEHE005;"'29.03.2019 04:00'";23;11;46;mäßig
DEHE005;"'29.03.2019 05:00'";22;7;46;mäßig
DEHE005;"'29.03.2019 06:00'";21;2;53;mäßig
DEHE005;"'29.03.2019 07:00'";20;2;63;mäßig
DEHE005;"'29.03.2019 08:00'";20;4;66;mäßig
DEHE005;"'29.03.2019 09:00'";19;22;42;mäßig
DEHE005;"'29.03.2019 10:00'";18;28;36;gut
DEHE005;"'29.03.2019 11:00'";17;40;29;gut
DEHE005;"'29.03.2019 12:00'";16;53;18;"sehr gut"
DEHE005;"'29.03.2019 13:00'";16;58;17;"sehr gut"
DEHE005;"'29.03.2019 14:00'";16;61;18;gut
DEHE005;"'29.03.2019 15:00'";16;63;21;gut
DEHE005;"'29.03.2019 16:00'";15;63;23;gut
DEHE005;"'29.03.2019 17:00'";15;64;23;gut
DEHE005;"'29.03.2019 18:00'";15;61;27;gut
DEHE005;"'29.03.2019 19:00'";15;53;38;gut
DEHE005;"'29.03.2019 20:00'";15;20;74;mäßig
DEHE005;"'29.03.2019 21:00'";15;3;82;mäßig
DEHE005;"'29.03.2019 22:00'";15;2;75;mäßig
DEHE005;"'29.03.2019 23:00'";15;2;70;mäßig
DEHE005;"'29.03.2019 24:00'";16;4;64;mäßig
DEHE005;"'30.03.2019 01:00'";17;3;60;mäßig
DEHE005;"'30.03.2019 02:00'";17;5;53;mäßig
DEHE005;"'30.03.2019 03:00'";17;4;51;mäßig
DEHE005;"'30.03.2019 04:00'";17;0.9;49;mäßig
DEHE005;"'30.03.2019 05:00'";17;1;43;mäßig
DEHE005;"'30.03.2019 06:00'";17;2;46;mäßig
DEHE005;"'30.03.2019 07:00'";17;2;50;mäßig
DEHE005;"'30.03.2019 08:00'";17;5;49;mäßig
DEHE005;"'30.03.2019 09:00'";17;13;44;mäßig
DEHE005;"'30.03.2019 10:00'";17;18;48;mäßig
DEHE005;"'30.03.2019 11:00'";18;22;55;mäßig
DEHE005;"'30.03.2019 12:00'";19;33;47;mäßig
DEHE005;"'30.03.2019 13:00'";20;40;51;mäßig
DEHE005;"'30.03.2019 14:00'";21;50;46;mäßig
DEHE005;"'30.03.2019 15:00'";22;65;42;mäßig
DEHE005;"'30.03.2019 16:00'";22;79;35;gut
DEHE005;"'30.03.2019 17:00'";23;72;45;mäßig
DEHE005;"'30.03.2019 18:00'";23;76;42;mäßig
DEHE005;"'30.03.2019 19:00'";23;42;78;mäßig
DEHE005;"'30.03.2019 20:00'";24;8;109;schlecht
DEHE005;"'30.03.2019 21:00'";25;3;103;schlecht
DEHE005;"'30.03.2019 22:00'";25;6;91;mäßig
DEHE005;"'30.03.2019 23:00'";25;14;73;mäßig
DEHE005;"'30.03.2019 24:00'";26;5;84;mäßig
DEHE005;"'31.03.2019 01:00'";26;3;84;mäßig
DEHE005;"'31.03.2019 02:00'";26;2;79;mäßig
DEHE005;"'31.03.2019 04:00'";26;2;64;mäßig
DEHE005;"'31.03.2019 05:00'";26;5;59;mäßig
DEHE005;"'31.03.2019 06:00'";26;2;58;mäßig
DEHE005;"'31.03.2019 07:00'";26;2;57;mäßig
DEHE005;"'31.03.2019 08:00'";27;3;57;mäßig
DEHE005;"'31.03.2019 09:00'";27;12;48;mäßig
DEHE005;"'31.03.2019 10:00'";27;23;42;mäßig
DEHE005;"'31.03.2019 11:00'";27;41;31;gut
DEHE005;"'31.03.2019 12:00'";27;59;24;gut
DEHE005;"'31.03.2019 13:00'";27;82;19;gut
DEHE005;"'31.03.2019 14:00'";28;98;13;gut
DEHE005;"'31.03.2019 15:00'";28;103;12;gut
DEHE005;"'31.03.2019 16:00'";28;103;16;gut
DEHE005;"'31.03.2019 17:00'";28;104;13;gut
DEHE005;"'31.03.2019 18:00'";30;83;13;gut
DEHE005;"'31.03.2019 19:00'";32;80;13;gut
DEHE005;"'31.03.2019 20:00'";33;73;17;gut
DEHE005;"'31.03.2019 21:00'";33;72;15;gut
DEHE005;"'31.03.2019 22:00'";32;75;11;gut
DEHE005;"'31.03.2019 23:00'";31;69;14;gut
DEHE005;"'31.03.2019 24:00'";30;66;14;gut
DEHE005;"'01.04.2019 01:00'";30;62;14;gut
DEHE005;"'01.04.2019 02:00'";29;58;14;gut
DEHE005;"'01.04.2019 03:00'";28;57;14;gut
DEHE005;"'01.04.2019 04:00'";28;50;18;gut
DEHE005;"'01.04.2019 05:00'";28;52;18;gut
DEHE005;"'01.04.2019 06:00'";27;51;21;gut
DEHE005;"'01.04.2019 07:00'";27;34;40;gut
DEHE005;"'01.04.2019 08:00'";26;22;53;mäßig
DEHE005;"'01.04.2019 09:00'";26;23;-;gut
DEHE005;"'01.04.2019 10:00'";25;46;-;gut
DEHE005;"'01.04.2019 11:00'";24;48;30;gut
DEHE005;"'01.04.2019 12:00'";24;51;25;gut
DEHE005;"'01.04.2019 13:00'";23;57;20;gut
DEHE005;"'01.04.2019 14:00'";22;62;20;gut
DEHE005;"'01.04.2019 15:00'";22;75;16;gut
DEHE005;"'01.04.2019 16:00'";22;82;21;gut
DEHE005;"'01.04.2019 17:00'";22;90;17;gut
DEHE005;"'01.04.2019 18:00'";20;88;22;gut
DEHE005;"'01.04.2019 19:00'";19;85;21;gut
DEHE005;"'01.04.2019 20:00'";18;75;29;gut
DEHE005;"'01.04.2019 21:00'";18;60;39;gut
DEHE005;"'01.04.2019 22:00'";18;51;34;gut
DEHE005;"'01.04.2019 23:00'";18;53;26;gut
DEHE005;"'01.04.2019 24:00'";18;57;22;gut
DEHE005;"'02.04.2019 01:00'";19;60;19;"sehr gut"
DEHE005;"'02.04.2019 02:00'";19;55;23;gut
DEHE005;"'02.04.2019 03:00'";19;44;28;gut
DEHE005;"'02.04.2019 04:00'";19;29;36;gut
DEHE005;"'02.04.2019 05:00'";19;18;45;mäßig
DEHE005;"'02.04.2019 06:00'";20;11;51;mäßig
DEHE005;"'02.04.2019 07:00'";20;1;65;mäßig
DEHE005;"'02.04.2019 08:00'";21;2;73;mäßig
DEHE005;"'02.04.2019 09:00'";21;6;73;mäßig
DEHE005;"'02.04.2019 10:00'";22;19;57;mäßig
DEHE005;"'02.04.2019 11:00'";22;31;48;mäßig
DEHE005;"'02.04.2019 12:00'";23;48;34;gut
DEHE005;"'02.04.2019 13:00'";24;55;34;gut
DEHE005;"'02.04.2019 14:00'";24;50;50;mäßig
DEHE005;"'02.04.2019 15:00'";25;58;50;mäßig
DEHE005;"'02.04.2019 16:00'";26;81;36;gut
DEHE005;"'02.04.2019 17:00'";26;73;51;mäßig
DEHE005;"'02.04.2019 18:00'";26;75;50;mäßig
DEHE005;"'02.04.2019 19:00'";26;82;41;mäßig
DEHE005;"'02.04.2019 20:00'";26;75;37;gut
DEHE005;"'02.04.2019 21:00'";25;60;49;mäßig
DEHE005;"'02.04.2019 22:00'";24;65;37;gut
DEHE005;"'02.04.2019 23:00'";24;61;39;gut
DEHE005;"'02.04.2019 24:00'";24;42;53;mäßig
DEHE005;"'03.04.2019 01:00'";23;62;30;gut
DEHE005;"'03.04.2019 02:00'";23;64;25;gut
DEHE005;"'03.04.2019 03:00'";23;67;21;gut
DEHE005;"'03.04.2019 04:00'";22;72;22;gut
DEHE005;"'03.04.2019 05:00'";22;63;30;gut
DEHE005;"'03.04.2019 06:00'";22;57;28;gut
DEHE005;"'03.04.2019 07:00'";21;53;37;gut
DEHE005;"'03.04.2019 08:00'";21;43;48;mäßig
DEHE005;"'03.04.2019 09:00'";20;45;49;mäßig
DEHE005;"'03.04.2019 10:00'";19;41;54;mäßig
DEHE005;"'03.04.2019 11:00'";19;39;52;mäßig
DEHE005;"'03.04.2019 12:00'";18;32;53;mäßig
DEHE005;"'03.04.2019 13:00'";17;49;36;gut
DEHE005;"'03.04.2019 14:00'";15;57;33;gut
DEHE005;"'03.04.2019 15:00'";13;56;42;mäßig
DEHE005;"'03.04.2019 16:00'";12;50;50;mäßig
DEHE005;"'03.04.2019 17:00'";11;44;53;mäßig
DEHE005;"'03.04.2019 18:00'";10;38;57;mäßig
DEHE005;"'03.04.2019 19:00'";9;37;65;mäßig
DEHE005;"'03.04.2019 20:00'";9;56;48;mäßig
DEHE005;"'03.04.2019 21:00'";10;50;49;mäßig
DEHE005;"'03.04.2019 22:00'";10;53;39;gut
DEHE005;"'03.04.2019 23:00'";10;63;32;gut
DEHE005;"'03.04.2019 24:00'";9;60;31;gut
DEHE005;"'04.04.2019 01:00'";9;58;30;gut
DEHE005;"'04.04.2019 02:00'";9;58;24;gut
DEHE005;"'04.04.2019 03:00'";9;57;17;"sehr gut"
DEHE005;"'04.04.2019 04:00'";10;55;16;"sehr gut"
